443.240167301	417.400530322
411.42204188	123.841844763
241.820003673	30.7487636674
263.835067047	189.866466392
505.085993415	40.5149222289
232.076345364	149.772216499
416.121725914	47.7274160291
249.38081835	131.407367792
131.325147283	62.008842825
74.0595347477	49.7088244667
474.528155195	488.464274145
110.013043256	445.180572705
294.548073539	34.5157690538
122.220947128	406.321317444
51.7773977388	310.424254105
238.847220591	78.6347385529
300.396598399	204.622310126
122.522319642	468.278770567
123.083704987	455.958554374
2.65336267498	478.812998701
260.943050989	44.4086615932
226.731732984	427.199621085
40.9552628985	328.085637506
175.712030068	335.224672937
496.083927338	328.624495937
121.027607487	16.9503431754
294.782278127	174.197504056
177.950990614	285.617460595
452.18546211	293.259417391
128.39001432	163.151457127
42.4198215682	34.0579873424
315.391639634	204.413125974
258.377163266	398.742820179
192.210846806	297.758282004
457.91298047	497.945070717
333.623509429	146.38916522
489.997485924	208.233835191
12.0096440868	182.233547034
364.749257073	186.331933474
156.171266095	8.0340783155
165.64650031	28.1496514265
29.7374466586	242.750486834
428.37473682	474.412911859
183.81842676	458.562080835
393.521745205	213.730271379
452.240230786	92.2305497268
504.296486972	317.639996185
474.633187133	349.470024956
360.312924527	144.541352069
489.564506201	142.376690352
